model,seed,decision_type,metric,value
v1_1_repair,43,score_decisive,case_count,160
v1_1_repair,43,score_decisive,row_count,960
v1_1_repair,43,score_decisive,aligned_accuracy,0.7
v1_1_repair,43,score_decisive,conflict_accuracy,0.4875
v1_1_repair,43,score_decisive,pair_both_accuracy,0.4875
v1_1_repair,43,score_decisive,hint_flip_rate,0.2125
v1_1_repair,43,score_decisive,hint_follow_rate,0.60625
v1_1_repair,43,score_decisive,causal_hint_effect,18.32403123334607
v1_1_repair,43,score_decisive,aligned_correct_margin,10.012272289978501
v1_1_repair,43,score_decisive,conflict_correct_margin,-8.311758943367568
v1_1_repair,43,score_decisive,overall_accuracy,0.59375
v1_1_repair,43,score_decisive,fresh_result_response_rate,0.19375
v1_1_repair,43,score_decisive,fresh_flip_rate,0.19375
v1_1_repair,43,score_decisive,nuisance_invariance_rate,0.95625
v1_1_repair,43,score_decisive,nuisance_pair_both_accuracy,0.45625
v1_1_repair,43,score_decisive,greedy_exact_format_rate,1.0
v1_1_repair,43,score_decisive,greedy_accuracy,0.55625
v1_1_repair,43,validity_decisive,case_count,160
v1_1_repair,43,validity_decisive,row_count,960
v1_1_repair,43,validity_decisive,aligned_accuracy,1.0
v1_1_repair,43,validity_decisive,conflict_accuracy,1.0
v1_1_repair,43,validity_decisive,pair_both_accuracy,1.0
v1_1_repair,43,validity_decisive,hint_flip_rate,0.0
v1_1_repair,43,validity_decisive,hint_follow_rate,0.5
v1_1_repair,43,validity_decisive,causal_hint_effect,7.208539206425845
v1_1_repair,43,validity_decisive,aligned_correct_margin,25.172282135486604
v1_1_repair,43,validity_decisive,conflict_correct_margin,17.963742929060757
v1_1_repair,43,validity_decisive,overall_accuracy,1.0
v1_1_repair,43,validity_decisive,fresh_result_response_rate,1.0
v1_1_repair,43,validity_decisive,fresh_flip_rate,1.0
v1_1_repair,43,validity_decisive,nuisance_invariance_rate,1.0
v1_1_repair,43,validity_decisive,nuisance_pair_both_accuracy,1.0
v1_1_repair,43,validity_decisive,greedy_exact_format_rate,1.0
v1_1_repair,43,validity_decisive,greedy_accuracy,1.0
v1_1_repair,44,overall,case_count,320
v1_1_repair,44,overall,row_count,1920
v1_1_repair,44,overall,aligned_accuracy,0.915625
v1_1_repair,44,overall,conflict_accuracy,0.68125
v1_1_repair,44,overall,pair_both_accuracy,0.68125
v1_1_repair,44,overall,hint_flip_rate,0.234375
v1_1_repair,44,overall,hint_follow_rate,0.6171875
v1_1_repair,44,overall,causal_hint_effect,15.25740471547411
v1_1_repair,44,overall,aligned_correct_margin,18.909437515929902
v1_1_repair,44,overall,conflict_correct_margin,3.652032800455794
v1_1_repair,44,overall,overall_accuracy,0.7984375
v1_1_repair,44,overall,fresh_result_response_rate,0.6
v1_1_repair,44,overall,fresh_flip_rate,0.6
v1_1_repair,44,overall,nuisance_invariance_rate,0.8625
v1_1_repair,44,overall,nuisance_pair_both_accuracy,0.6125
v1_1_repair,44,overall,greedy_exact_format_rate,1.0
v1_1_repair,44,overall,greedy_accuracy,0.7598958333333333
v1_1_repair,44,score_decisive,case_count,160
v1_1_repair,44,score_decisive,row_count,960
v1_1_repair,44,score_decisive,aligned_accuracy,0.83125
v1_1_repair,44,score_decisive,conflict_accuracy,0.3625
v1_1_repair,44,score_decisive,pair_both_accuracy,0.3625
v1_1_repair,44,score_decisive,hint_flip_rate,0.46875
v1_1_repair,44,score_decisive,hint_follow_rate,0.734375
v1_1_repair,44,score_decisive,causal_hint_effect,21.933343527797568
v1_1_repair,44,score_decisive,aligned_correct_margin,11.808580534846715
v1_1_repair,44,score_decisive,conflict_correct_margin,-10.124762992950854
v1_1_repair,44,score_decisive,overall_accuracy,0.596875
v1_1_repair,44,score_decisive,fresh_result_response_rate,0.2
v1_1_repair,44,score_decisive,fresh_flip_rate,0.2
v1_1_repair,44,score_decisive,nuisance_invariance_rate,0.725
v1_1_repair,44,score_decisive,nuisance_pair_both_accuracy,0.225
v1_1_repair,44,score_decisive,greedy_exact_format_rate,1.0
v1_1_repair,44,score_decisive,greedy_accuracy,0.5197916666666667
v1_1_repair,44,validity_decisive,case_count,160
v1_1_repair,44,validity_decisive,row_count,960
v1_1_repair,44,validity_decisive,aligned_accuracy,1.0
v1_1_repair,44,validity_decisive,conflict_accuracy,1.0
v1_1_repair,44,validity_decisive,pair_both_accuracy,1.0
v1_1_repair,44,validity_decisive,hint_flip_rate,0.0
v1_1_repair,44,validity_decisive,hint_follow_rate,0.5
v1_1_repair,44,validity_decisive,causal_hint_effect,8.581465903150649
v1_1_repair,44,validity_decisive,aligned_correct_margin,26.010294497013092
v1_1_repair,44,validity_decisive,conflict_correct_margin,17.42882859386244
v1_1_repair,44,validity_decisive,overall_accuracy,1.0
v1_1_repair,44,validity_decisive,fresh_result_response_rate,1.0
v1_1_repair,44,validity_decisive,fresh_flip_rate,1.0
v1_1_repair,44,validity_decisive,nuisance_invariance_rate,1.0
v1_1_repair,44,validity_decisive,nuisance_pair_both_accuracy,1.0
v1_1_repair,44,validity_decisive,greedy_exact_format_rate,1.0
v1_1_repair,44,validity_decisive,greedy_accuracy,1.0
score_sft,mean,overall,aligned_accuracy,1.0
score_sft,mean,overall,conflict_accuracy,0.16874999999999998
score_sft,mean,overall,pair_both_accuracy,0.16874999999999998
score_sft,mean,overall,hint_flip_rate,0.8312499999999999
score_sft,mean,overall,hint_follow_rate,0.915625
score_sft,mean,overall,causal_hint_effect,2.477993199854003
score_sft,mean,overall,aligned_correct_margin,1.5789595541195014
score_sft,mean,overall,conflict_correct_margin,-0.8990336457345013
score_sft,mean,overall,fresh_result_response_rate,0.16770833333333335
score_sft,mean,overall,fresh_flip_rate,0.16770833333333335
score_sft,mean,overall,nuisance_invariance_rate,0.8895833333333334
score_sft,mean,overall,nuisance_pair_both_accuracy,0.11458333333333333
score_sft,mean,overall,greedy_exact_format_rate,1.0
score_sft,mean,overall,greedy_accuracy,0.4460069444444444
score_sft,mean,score_decisive,aligned_accuracy,1.0
score_sft,mean,score_decisive,conflict_accuracy,0.0
score_sft,mean,score_decisive,pair_both_accuracy,0.0
score_sft,mean,score_decisive,hint_flip_rate,1.0
score_sft,mean,score_decisive,hint_follow_rate,1.0
score_sft,mean,score_decisive,causal_hint_effect,2.593376306537539
score_sft,mean,score_decisive,aligned_correct_margin,1.5210509457625452
score_sft,mean,score_decisive,conflict_correct_margin,-1.072325360774994
score_sft,mean,score_decisive,fresh_result_response_rate,0.0
score_sft,mean,score_decisive,fresh_flip_rate,0.0
score_sft,mean,score_decisive,nuisance_invariance_rate,1.0
score_sft,mean,score_decisive,nuisance_pair_both_accuracy,0.0
score_sft,mean,score_decisive,greedy_exact_format_rate,1.0
score_sft,mean,score_decisive,greedy_accuracy,0.3333333333333333
score_sft,mean,validity_decisive,aligned_accuracy,1.0
score_sft,mean,validity_decisive,conflict_accuracy,0.33749999999999997
score_sft,mean,validity_decisive,pair_both_accuracy,0.33749999999999997
score_sft,mean,validity_decisive,hint_flip_rate,0.6625
score_sft,mean,validity_decisive,hint_follow_rate,0.8312499999999999
score_sft,mean,validity_decisive,causal_hint_effect,2.3626100931704666
score_sft,mean,validity_decisive,aligned_correct_margin,1.6368681624764576
score_sft,mean,validity_decisive,conflict_correct_margin,-0.7257419306940088
score_sft,mean,validity_decisive,fresh_result_response_rate,0.3354166666666667
score_sft,mean,validity_decisive,fresh_flip_rate,0.3354166666666667
score_sft,mean,validity_decisive,nuisance_invariance_rate,0.7791666666666667
score_sft,mean,validity_decisive,nuisance_pair_both_accuracy,0.22916666666666666
score_sft,mean,validity_decisive,greedy_exact_format_rate,1.0
score_sft,mean,validity_decisive,greedy_accuracy,0.5586805555555555
score_sft,42,overall,case_count,320
score_sft,42,overall,row_count,1920
score_sft,42,overall,aligned_accuracy,1.0
score_sft,42,overall,conflict_accuracy,0.203125
score_sft,42,overall,pair_both_accuracy,0.203125
score_sft,42,overall,hint_flip_rate,0.796875
score_sft,42,overall,hint_follow_rate,0.8984375
score_sft,42,overall,causal_hint_effect,2.5538008696981707
score_sft,42,overall,aligned_correct_margin,1.6539226769818924
score_sft,42,overall,conflict_correct_margin,-0.8998781927162781
score_sft,42,overall,overall_accuracy,0.6015625
score_sft,42,overall,fresh_result_response_rate,0.203125
score_sft,42,overall,fresh_flip_rate,0.203125
score_sft,42,overall,nuisance_invariance_rate,0.91875
score_sft,42,overall,nuisance_pair_both_accuracy,0.16875
score_sft,42,overall,greedy_exact_format_rate,1.0
score_sft,42,overall,greedy_accuracy,0.4708333333333333
score_sft,42,score_decisive,case_count,160
score_sft,42,score_decisive,row_count,960
score_sft,42,score_decisive,aligned_accuracy,1.0
score_sft,42,score_decisive,conflict_accuracy,0.0
score_sft,42,score_decisive,pair_both_accuracy,0.0
score_sft,42,score_decisive,hint_flip_rate,1.0
score_sft,42,score_decisive,hint_follow_rate,1.0
score_sft,42,score_decisive,causal_hint_effect,2.677321530459449
score_sft,42,score_decisive,aligned_correct_margin,1.572456159302965
score_sft,42,score_decisive,conflict_correct_margin,-1.104865371156484
score_sft,42,score_decisive,overall_accuracy,0.5
score_sft,42,score_decisive,fresh_result_response_rate,0.0
score_sft,42,score_decisive,fresh_flip_rate,0.0
score_sft,42,score_decisive,nuisance_invariance_rate,1.0
score_sft,42,score_decisive,nuisance_pair_both_accuracy,0.0
score_sft,42,score_decisive,greedy_exact_format_rate,1.0
score_sft,42,score_decisive,greedy_accuracy,0.3333333333333333
score_sft,42,validity_decisive,case_count,160
score_sft,42,validity_decisive,row_count,960
score_sft,42,validity_decisive,aligned_accuracy,1.0
score_sft,42,validity_decisive,conflict_accuracy,0.40625
score_sft,42,validity_decisive,pair_both_accuracy,0.40625
score_sft,42,validity_decisive,hint_flip_rate,0.59375
score_sft,42,validity_decisive,hint_follow_rate,0.796875
score_sft,42,validity_decisive,causal_hint_effect,2.4302802089368924
score_sft,42,validity_decisive,aligned_correct_margin,1.73538919466082
score_sft,42,validity_decisive,conflict_correct_margin,-0.6948910142760724
score_sft,42,validity_decisive,overall_accuracy,0.703125
score_sft,42,validity_decisive,fresh_result_response_rate,0.40625
score_sft,42,validity_decisive,fresh_flip_rate,0.40625
score_sft,42,validity_decisive,nuisance_invariance_rate,0.8375
score_sft,42,validity_decisive,nuisance_pair_both_accuracy,0.3375
score_sft,42,validity_decisive,greedy_exact_format_rate,1.0
score_sft,42,validity_decisive,greedy_accuracy,0.6083333333333333
score_sft,43,overall,case_count,320
score_sft,43,overall,row_count,1920
score_sft,43,overall,aligned_accuracy,1.0
score_sft,43,overall,conflict_accuracy,0.09375
score_sft,43,overall,pair_both_accuracy,0.09375
score_sft,43,overall,hint_flip_rate,0.90625
score_sft,43,overall,hint_follow_rate,0.953125
score_sft,43,overall,causal_hint_effect,2.45654204741586
score_sft,43,overall,aligned_correct_margin,1.5057780826464295
score_sft,43,overall,conflict_correct_margin,-0.9507639647694305
score_sft,43,overall,overall_accuracy,0.546875
score_sft,43,overall,fresh_result_response_rate,0.096875
score_sft,43,overall,fresh_flip_rate,0.096875
score_sft,43,overall,nuisance_invariance_rate,0.825
score_sft,43,overall,nuisance_pair_both_accuracy,0.0
score_sft,43,overall,greedy_exact_format_rate,1.0
score_sft,43,overall,greedy_accuracy,0.39427083333333335
score_sft,43,score_decisive,case_count,160
score_sft,43,score_decisive,row_count,960
score_sft,43,score_decisive,aligned_accuracy,1.0
score_sft,43,score_decisive,conflict_accuracy,0.0
score_sft,43,score_decisive,pair_both_accuracy,0.0
score_sft,43,score_decisive,hint_flip_rate,1.0
score_sft,43,score_decisive,hint_follow_rate,1.0
score_sft,43,score_decisive,causal_hint_effect,2.539648695057258
score_sft,43,score_decisive,aligned_correct_margin,1.4583315075840801
score_sft,43,score_decisive,conflict_correct_margin,-1.081317187473178
score_sft,43,score_decisive,overall_accuracy,0.5
score_sft,43,score_decisive,fresh_result_response_rate,0.0
score_sft,43,score_decisive,fresh_flip_rate,0.0
score_sft,43,score_decisive,nuisance_invariance_rate,1.0
score_sft,43,score_decisive,nuisance_pair_both_accuracy,0.0
score_sft,43,score_decisive,greedy_exact_format_rate,1.0
score_sft,43,score_decisive,greedy_accuracy,0.3333333333333333
score_sft,43,validity_decisive,case_count,160
score_sft,43,validity_decisive,row_count,960
score_sft,43,validity_decisive,aligned_accuracy,1.0
score_sft,43,validity_decisive,conflict_accuracy,0.1875
score_sft,43,validity_decisive,pair_both_accuracy,0.1875
score_sft,43,validity_decisive,hint_flip_rate,0.8125
score_sft,43,validity_decisive,hint_follow_rate,0.90625
score_sft,43,validity_decisive,causal_hint_effect,2.373435399774462
score_sft,43,validity_decisive,aligned_correct_margin,1.553224657708779
score_sft,43,validity_decisive,conflict_correct_margin,-0.820210742065683
score_sft,43,validity_decisive,overall_accuracy,0.59375
score_sft,43,validity_decisive,fresh_result_response_rate,0.19375
score_sft,43,validity_decisive,fresh_flip_rate,0.19375
score_sft,43,validity_decisive,nuisance_invariance_rate,0.65
score_sft,43,validity_decisive,nuisance_pair_both_accuracy,0.0
score_sft,43,validity_decisive,greedy_exact_format_rate,1.0
score_sft,43,validity_decisive,greedy_accuracy,0.4552083333333333
score_sft,44,overall,case_count,320
score_sft,44,overall,row_count,1920
score_sft,44,overall,aligned_accuracy,1.0
score_sft,44,overall,conflict_accuracy,0.209375
score_sft,44,overall,pair_both_accuracy,0.209375
score_sft,44,overall,hint_flip_rate,0.790625
score_sft,44,overall,hint_follow_rate,0.8953125
score_sft,44,overall,causal_hint_effect,2.4236366824479774
score_sft,44,overall,aligned_correct_margin,1.5771779027301818
score_sft,44,overall,conflict_correct_margin,-0.8464587797177956
score_sft,44,overall,overall_accuracy,0.6046875
score_sft,44,overall,fresh_result_response_rate,0.203125
score_sft,44,overall,fresh_flip_rate,0.203125
score_sft,44,overall,nuisance_invariance_rate,0.925
score_sft,44,overall,nuisance_pair_both_accuracy,0.175
score_sft,44,overall,greedy_exact_format_rate,1.0
score_sft,44,overall,greedy_accuracy,0.47291666666666665
score_sft,44,score_decisive,case_count,160
score_sft,44,score_decisive,row_count,960
score_sft,44,score_decisive,aligned_accuracy,1.0
score_sft,44,score_decisive,conflict_accuracy,0.0
score_sft,44,score_decisive,pair_both_accuracy,0.0
score_sft,44,score_decisive,hint_flip_rate,1.0
score_sft,44,score_decisive,hint_follow_rate,1.0
score_sft,44,score_decisive,causal_hint_effect,2.5631586940959097
score_sft,44,score_decisive,aligned_correct_margin,1.5323651704005896
score_sft,44,score_decisive,conflict_correct_margin,-1.0307935236953198
score_sft,44,score_decisive,overall_accuracy,0.5
score_sft,44,score_decisive,fresh_result_response_rate,0.0
score_sft,44,score_decisive,fresh_flip_rate,0.0
score_sft,44,score_decisive,nuisance_invariance_rate,1.0
score_sft,44,score_decisive,nuisance_pair_both_accuracy,0.0
score_sft,44,score_decisive,greedy_exact_format_rate,1.0
score_sft,44,score_decisive,greedy_accuracy,0.3333333333333333
score_sft,44,validity_decisive,case_count,160
score_sft,44,validity_decisive,row_count,960
score_sft,44,validity_decisive,aligned_accuracy,1.0
score_sft,44,validity_decisive,conflict_accuracy,0.41875
score_sft,44,validity_decisive,pair_both_accuracy,0.41875
score_sft,44,validity_decisive,hint_flip_rate,0.58125
score_sft,44,validity_decisive,hint_follow_rate,0.790625
score_sft,44,validity_decisive,causal_hint_effect,2.284114670800045
score_sft,44,validity_decisive,aligned_correct_margin,1.621990635059774
score_sft,44,validity_decisive,conflict_correct_margin,-0.6621240357402712
score_sft,44,validity_decisive,overall_accuracy,0.709375
score_sft,44,validity_decisive,fresh_result_response_rate,0.40625
score_sft,44,validity_decisive,fresh_flip_rate,0.40625
score_sft,44,validity_decisive,nuisance_invariance_rate,0.85
score_sft,44,validity_decisive,nuisance_pair_both_accuracy,0.35
score_sft,44,validity_decisive,greedy_exact_format_rate,1.0
score_sft,44,validity_decisive,greedy_accuracy,0.6125
sft_dpo_pre_anchor,mean,overall,aligned_accuracy,1.0
sft_dpo_pre_anchor,mean,overall,conflict_accuracy,1.0
sft_dpo_pre_anchor,mean,overall,pair_both_accuracy,1.0
sft_dpo_pre_anchor,mean,overall,hint_flip_rate,0.0
sft_dpo_pre_anchor,mean,overall,hint_follow_rate,0.5
sft_dpo_pre_anchor,mean,overall,causal_hint_effect,0.10691882316811908
sft_dpo_pre_anchor,mean,overall,aligned_correct_margin,39.846144999554895
sft_dpo_pre_anchor,mean,overall,conflict_correct_margin,39.73922617638678
sft_dpo_pre_anchor,mean,overall,fresh_result_response_rate,0.9979166666666667
sft_dpo_pre_anchor,mean,overall,fresh_flip_rate,0.9979166666666667
sft_dpo_pre_anchor,mean,overall,nuisance_invariance_rate,0.9989583333333334
sft_dpo_pre_anchor,mean,overall,nuisance_pair_both_accuracy,0.9989583333333334
sft_dpo_pre_anchor,mean,overall,greedy_exact_format_rate,0.9645833333333332
sft_dpo_pre_anchor,mean,overall,greedy_accuracy,0.9640624999999999
sft_dpo_pre_anchor,mean,score_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,mean,score_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,mean,score_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,mean,score_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,mean,score_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,mean,score_decisive,causal_hint_effect,0.10571316100725124
sft_dpo_pre_anchor,mean,score_decisive,aligned_correct_margin,40.21922895944947
sft_dpo_pre_anchor,mean,score_decisive,conflict_correct_margin,40.113515798442215
sft_dpo_pre_anchor,mean,score_decisive,fresh_result_response_rate,0.9958333333333332
sft_dpo_pre_anchor,mean,score_decisive,fresh_flip_rate,0.9958333333333332
sft_dpo_pre_anchor,mean,score_decisive,nuisance_invariance_rate,0.9979166666666667
sft_dpo_pre_anchor,mean,score_decisive,nuisance_pair_both_accuracy,0.9979166666666667
sft_dpo_pre_anchor,mean,score_decisive,greedy_exact_format_rate,0.9777777777777779
sft_dpo_pre_anchor,mean,score_decisive,greedy_accuracy,0.9767361111111111
sft_dpo_pre_anchor,mean,validity_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,mean,validity_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,mean,validity_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,mean,validity_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,mean,validity_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,mean,validity_decisive,causal_hint_effect,0.10812448532898694
sft_dpo_pre_anchor,mean,validity_decisive,aligned_correct_margin,39.47306103966033
sft_dpo_pre_anchor,mean,validity_decisive,conflict_correct_margin,39.364936554331344
sft_dpo_pre_anchor,mean,validity_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,mean,validity_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,mean,validity_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,mean,validity_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,mean,validity_decisive,greedy_exact_format_rate,0.9513888888888888
sft_dpo_pre_anchor,mean,validity_decisive,greedy_accuracy,0.9513888888888888
sft_dpo_pre_anchor,42,overall,case_count,320
sft_dpo_pre_anchor,42,overall,row_count,1920
sft_dpo_pre_anchor,42,overall,aligned_accuracy,1.0
sft_dpo_pre_anchor,42,overall,conflict_accuracy,1.0
sft_dpo_pre_anchor,42,overall,pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,overall,hint_flip_rate,0.0
sft_dpo_pre_anchor,42,overall,hint_follow_rate,0.5
sft_dpo_pre_anchor,42,overall,causal_hint_effect,-0.005651998368387012
sft_dpo_pre_anchor,42,overall,aligned_correct_margin,46.088734008666606
sft_dpo_pre_anchor,42,overall,conflict_correct_margin,46.09438600703499
sft_dpo_pre_anchor,42,overall,overall_accuracy,1.0
sft_dpo_pre_anchor,42,overall,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,42,overall,fresh_flip_rate,1.0
sft_dpo_pre_anchor,42,overall,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,42,overall,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,overall,greedy_exact_format_rate,0.9973958333333334
sft_dpo_pre_anchor,42,overall,greedy_accuracy,0.9973958333333334
sft_dpo_pre_anchor,42,score_decisive,case_count,160
sft_dpo_pre_anchor,42,score_decisive,row_count,960
sft_dpo_pre_anchor,42,score_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,42,score_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,42,score_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,score_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,42,score_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,42,score_decisive,causal_hint_effect,-0.05561563014300645
sft_dpo_pre_anchor,42,score_decisive,aligned_correct_margin,47.071493224232846
sft_dpo_pre_anchor,42,score_decisive,conflict_correct_margin,47.127108854375855
sft_dpo_pre_anchor,42,score_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,42,score_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,42,score_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,42,score_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,42,score_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,score_decisive,greedy_exact_format_rate,0.9979166666666667
sft_dpo_pre_anchor,42,score_decisive,greedy_accuracy,0.9979166666666667
sft_dpo_pre_anchor,42,validity_decisive,case_count,160
sft_dpo_pre_anchor,42,validity_decisive,row_count,960
sft_dpo_pre_anchor,42,validity_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,42,validity_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,42,validity_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,validity_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,42,validity_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,42,validity_decisive,causal_hint_effect,0.04431163340623243
sft_dpo_pre_anchor,42,validity_decisive,aligned_correct_margin,45.10597479310036
sft_dpo_pre_anchor,42,validity_decisive,conflict_correct_margin,45.06166315969413
sft_dpo_pre_anchor,42,validity_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,42,validity_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,42,validity_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,42,validity_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,42,validity_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,42,validity_decisive,greedy_exact_format_rate,0.996875
sft_dpo_pre_anchor,42,validity_decisive,greedy_accuracy,0.996875
sft_dpo_pre_anchor,43,overall,case_count,320
sft_dpo_pre_anchor,43,overall,row_count,1920
sft_dpo_pre_anchor,43,overall,aligned_accuracy,1.0
sft_dpo_pre_anchor,43,overall,conflict_accuracy,1.0
sft_dpo_pre_anchor,43,overall,pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,overall,hint_flip_rate,0.0
sft_dpo_pre_anchor,43,overall,hint_follow_rate,0.5
sft_dpo_pre_anchor,43,overall,causal_hint_effect,0.21461290951780257
sft_dpo_pre_anchor,43,overall,aligned_correct_margin,39.23205322109339
sft_dpo_pre_anchor,43,overall,conflict_correct_margin,39.017440311575584
sft_dpo_pre_anchor,43,overall,overall_accuracy,1.0
sft_dpo_pre_anchor,43,overall,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,43,overall,fresh_flip_rate,1.0
sft_dpo_pre_anchor,43,overall,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,43,overall,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,overall,greedy_exact_format_rate,0.9052083333333333
sft_dpo_pre_anchor,43,overall,greedy_accuracy,0.9052083333333333
sft_dpo_pre_anchor,43,score_decisive,case_count,160
sft_dpo_pre_anchor,43,score_decisive,row_count,960
sft_dpo_pre_anchor,43,score_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,43,score_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,43,score_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,score_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,43,score_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,43,score_decisive,causal_hint_effect,0.18704404432876345
sft_dpo_pre_anchor,43,score_decisive,aligned_correct_margin,39.694849390808045
sft_dpo_pre_anchor,43,score_decisive,conflict_correct_margin,39.50780534647928
sft_dpo_pre_anchor,43,score_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,43,score_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,43,score_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,43,score_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,43,score_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,score_decisive,greedy_exact_format_rate,0.9510416666666667
sft_dpo_pre_anchor,43,score_decisive,greedy_accuracy,0.9510416666666667
sft_dpo_pre_anchor,43,validity_decisive,case_count,160
sft_dpo_pre_anchor,43,validity_decisive,row_count,960
sft_dpo_pre_anchor,43,validity_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,43,validity_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,43,validity_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,validity_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,43,validity_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,43,validity_decisive,causal_hint_effect,0.24218177470684168
sft_dpo_pre_anchor,43,validity_decisive,aligned_correct_margin,38.76925705137874
sft_dpo_pre_anchor,43,validity_decisive,conflict_correct_margin,38.527075276671894
sft_dpo_pre_anchor,43,validity_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,43,validity_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,43,validity_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,43,validity_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,43,validity_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,43,validity_decisive,greedy_exact_format_rate,0.859375
sft_dpo_pre_anchor,43,validity_decisive,greedy_accuracy,0.859375
sft_dpo_pre_anchor,44,overall,case_count,320
sft_dpo_pre_anchor,44,overall,row_count,1920
sft_dpo_pre_anchor,44,overall,aligned_accuracy,1.0
sft_dpo_pre_anchor,44,overall,conflict_accuracy,1.0
sft_dpo_pre_anchor,44,overall,pair_both_accuracy,1.0
sft_dpo_pre_anchor,44,overall,hint_flip_rate,0.0
sft_dpo_pre_anchor,44,overall,hint_follow_rate,0.5
sft_dpo_pre_anchor,44,overall,causal_hint_effect,0.1117955583549417
sft_dpo_pre_anchor,44,overall,aligned_correct_margin,34.2176477689047
sft_dpo_pre_anchor,44,overall,conflict_correct_margin,34.105852210549756
sft_dpo_pre_anchor,44,overall,overall_accuracy,1.0
sft_dpo_pre_anchor,44,overall,fresh_result_response_rate,0.99375
sft_dpo_pre_anchor,44,overall,fresh_flip_rate,0.99375
sft_dpo_pre_anchor,44,overall,nuisance_invariance_rate,0.996875
sft_dpo_pre_anchor,44,overall,nuisance_pair_both_accuracy,0.996875
sft_dpo_pre_anchor,44,overall,greedy_exact_format_rate,0.9911458333333333
sft_dpo_pre_anchor,44,overall,greedy_accuracy,0.9895833333333334
sft_dpo_pre_anchor,44,score_decisive,case_count,160
sft_dpo_pre_anchor,44,score_decisive,row_count,960
sft_dpo_pre_anchor,44,score_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,44,score_decisive,conflict_accuracy,1.0
